ip,country,city,asn,isp,org,ports,threat_names,source,last_scan
172.233.27.101,Brazil,São Paulo,AS63949,Akamai Connected Cloud,Linode,953,CHAOS,shodan,2026-01-29_14-45-19
177.104.176.211,Brazil,São Paulo,AS53107,EVEO S.A.,unknown,8080,GoPhish,censys,2026-01-13_13-19-31
177.124.72.24,Brazil,Belo Horizonte,AS52601,FAXT TELECOMUNICACOES LTDA,FAXT TELECOMUNICACOES LTDA,31337;11180,Sliver;UnamWebPanel,shodan,2026-02-03_06-09-38
177.126.168.209,Brazil,São Paulo,AS15830,EQUINIX,unknown,3333,GoPhish,censys,2026-02-05_08-15-26
177.136.225.181,Brazil,São Paulo,AS53107,EVEO S.A.,unknown,10035,Cobalt Strike,censys,2026-02-05_10-10-23
177.89.234.43,Brazil,Natal,AS28220,Alares Cabo Servicos de Telecomunicacoes S.A.,CABO SERVICOS DE TELECOMUNICACOES LTDA,1177,njRat,shodan,2026-01-31_13-46-48
179.0.178.198,Brazil,Belo Horizonte,AS270564,MASTER DA WEB DATACENTER LTDA,unknown,1080,Quasar,censys,2026-01-13_03-18-32
179.0.178.79,Brazil,Belo Horizonte,AS270564,MASTER DA WEB DATACENTER LTDA,unknown,1080,Quasar,censys,2026-01-02_19-13-48
181.174.164.116,Panama,Panamá,AS52469,Offshore Racks S.A,Offshore Racks S.A,31337,Sliver,shodan,2026-01-20_20-44-09
181.176.215.140,Peru,Lima,AS262210,VIETTEL PERU S.A.C.,unknown,80,GoPhish,censys,2026-01-27_18-23-44
181.206.158.190,Colombia,Barranquilla,AS27831,Colombia Movil,unknown,1000,DCRat,censys,2026-02-05_12-12-06
186.169.55.212,Colombia,Valledupar,AS3816,COLOMBIA TELECOMUNICACIONES S.A. ESP BIC,COLOMBIA TELECOMUNICACIONES S.A. ESP,9002,DCRat,shodan,2026-02-05_10-13-08
186.177.71.142,Costa Rica,San José,AS262197,MILLICOM CABLE COSTA RICA S.A.,MILLICOM CABLE COSTA RICA S.A.,443;3333,GoPhish;GoPhish,shodan,2026-02-05_11-14-16
187.168.236.220,Mexico,Mexico City,AS8151,UNINET,unknown,3334,GoPhish,censys,2026-01-22_23-11-26
187.45.170.66,Brazil,Rio de Janeiro,AS28137,Vialink Solucoes de Tecnologia Ltda,unknown,3333,GoPhish,censys,2026-02-05_09-13-42
187.45.79.131,Brazil,Triunfo,AS28343,UNIFIQUE TELECOMUNICACOES SA,unknown,3333,GoPhish,censys,2026-02-04_19-06-08
190.104.242.91,Argentina,Buenos Aires,AS11014,CPS,unknown,43333,GoPhish,censys,2026-02-05_08-49-56
190.104.242.92,Argentina,Buenos Aires,AS11014,CPS,unknown,43333,GoPhish,censys,2026-02-05_08-57-43
190.110.41.114,Ecuador,Quito,AS22724,PUNTONET S.A.,unknown,3333,GoPhish,censys,2026-01-23_14-11-46
190.111.234.234,Argentina,Buenos Aires,AS11014,CPS,unknown,43333,GoPhish,censys,2026-02-05_06-46-29
190.119.16.140,Peru,Lima,AS12252,America Movil Peru S.A.C.,America Movil Peru S.A.C.,443,GoPhish,shodan,2026-02-05_10-38-52
190.119.63.144,Peru,Lima,AS12252,America Movil Peru S.A.C.,America Movil Peru S.A.C.,443;443,GoPhish;GoPhish,shodan,2025-12-30_07-56-58
191.209.58.15,Brazil,São Paulo,AS27699,TELEFONICA BRASIL S.A,unknown,3333,GoPhish,censys,2026-02-05_07-11-20
191.93.113.160,Colombia,Barranquilla,AS27831,Colombia Movil,unknown,8848,DCRat,censys,2026-01-05_18-30-31
191.93.117.34,Colombia,Barranquilla,AS27831,Colombia Movil,unknown,8848,DCRat,censys,2026-02-05_09-41-45
191.93.118.254,Colombia,Barranquilla,AS27831,Colombia Movil,unknown,9000;8848,AsyncRAT;DCRat,censys,2026-02-05_09-30-42
200.10.229.166,Paraguay,Asunción,AS27733,Centro Nacional de Computacion,unknown,3333,GoPhish,censys,2026-02-05_09-29-10
200.109.21.86,"Venezuela, Bolivarian Republic of",Valencia,AS8048,"CANTV Servicios, Venezuela","CANTV Servicios, Venezuela",443,Quasar,shodan,2026-01-27_16-50-57
200.219.214.190,Brazil,São Paulo,AS15830,EQUINIX,unknown,3333,GoPhish,censys,2026-02-05_09-24-28
200.38.160.49,Mexico,Mexico City,AS13579,INFOTEC CENTRO DE INVESTIGACION E INNOVACION EN TECNOLOGIAS DE LA INFORMACION Y COMUNICACION,unknown,3333,GoPhish,censys,2026-02-05_10-57-22
200.40.131.89,Uruguay,Montevideo,AS6057,Administracion Nacional de Telecomunicaciones,Administracion Nacional de Telecomunicaciones,31337,Sliver,shodan,2026-01-21_19-23-04
200.58.100.246,Argentina,Rosario,AS27823,Dattatec.com,unknown,3333,GoPhish,censys,2026-02-05_09-11-02
200.85.49.125,Paraguay,Asunción,AS23201,Telecel S.A.,unknown,3333,GoPhish,censys,2026-01-02_00-18-19
200.9.4.41,Paraguay,Asunción,AS23201,Telecel S.A.,Univ. Catolica Nuestra Senora de la Asuncion,443,GoPhish,shodan,2026-01-26_05-31-56
201.16.156.113,Brazil,São Paulo,AS16735,ALGAR TELECOM SA,unknown,3333,GoPhish,censys,2026-01-26_08-39-48
201.92.133.149,Brazil,São Paulo,AS27699,TELEFÔNICA BRASIL S.A,TELEFÔNICA BRASIL S.A,8081,Havoc,shodan,2025-12-22_01-54-38
34.176.142.248,Chile,Santiago,AS396982,Google LLC,Google LLC,80;443,GoPhish;GoPhish,shodan,2026-02-05_03-07-52
34.51.42.9,Mexico,Santiago de Querétaro,AS396982,GOOGLE-CLOUD-PLATFORM - Google LLC,unknown,443,GoPhish,censys,2026-02-05_07-10-21
34.51.56.27,Mexico,Santiago de Querétaro,AS396982,GOOGLE-CLOUD-PLATFORM - Google LLC,unknown,80,GoPhish,censys,2026-02-02_04-30-21
38.56.209.142,El Salvador,Antiguo Cuscatlán,AS174,Cogent Communications,DIGICEL S.A. DE C.V.,7443;8443,GoPhish;GoPhish,shodan,2026-02-05_09-48-54
4.201.122.3,Brazil,São Paulo,AS8075,Microsoft Corporation,Microsoft Corporation,443,GoPhish,shodan,2026-02-05_11-30-17
4.201.140.200,Brazil,Campinas,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,unknown,3333,GoPhish,censys,2026-02-05_08-11-07
4.201.155.137,Brazil,São Paulo,AS8075,Microsoft Corporation,Microsoft Corporation,31337,Sliver,shodan,2026-01-12_10-42-51
4.201.185.160,Brazil,São Paulo,AS8075,Microsoft Corporation,Microsoft Corporation,31337,Sliver,shodan,2025-12-16_11-49-04
4.201.220.7,Brazil,São Paulo,AS8075,Microsoft Corporation,Microsoft Corporation,80,Cobalt Strike,shodan,2026-02-05_03-05-50
40.233.26.200,Mexico,Triana,AS31898,ORACLE-BMC-31898 - Oracle Corporation,unknown,3333,GoPhish,censys,2026-02-05_11-26-54
45.225.129.11,Brazil,Rolândia,AS271239,Altatech Solucoes em Tecnologia EIRELI,unknown,3333,GoPhish,censys,2026-01-13_08-12-57
45.225.129.210,Brazil,Apucarana,AS271239,Altatech Solucoes em Tecnologia EIRELI,unknown,3333,GoPhish,censys,2026-02-05_11-13-44
45.225.129.50,Brazil,Rolândia,AS271239,Altatech Solucoes em Tecnologia EIRELI,unknown,3333,GoPhish,censys,2026-01-06_12-42-16
45.226.189.70,Brazil,Curitiba,AS266997,MPTEC INFORMATICA LTDA - ME,unknown,3333,GoPhish,censys,2026-02-05_11-42-28
45.227.61.113,Brazil,São Paulo,AS271366,ALTVIA TECNOLOGIA E SERVICOS DIGITAIS LTDA,unknown,3333,GoPhish,censys,2026-02-05_10-25-39
45.236.130.44,Chile,Santiago,AS64111,INFORMATICA BLUEHOSTING LIMITADA,INFORMATICA BLUEHOSTING LIMITADA,31337,Sliver,shodan,2025-12-15_14-32-17
54.232.144.183,Brazil,São Paulo,AS16509,AMAZON-02,unknown,443,Mythic,censys,2026-01-13_08-13-39
54.233.43.28,Brazil,São Paulo,AS16509,"AMAZON-02 - Amazon.com, Inc.",unknown,8080,GoPhish,censys,2026-02-05_11-37-16
64.76.214.54,Colombia,Barrio San Luis,AS3549,"LVLT-3549 - Level 3 Parent, LLC",unknown,443,GoPhish,censys,2026-02-05_09-07-13
